In,Out,Weight
2254417,3749818,1
6004014,4831822,1
6003366,2937831,1
2384856,5997705,1
2384856,879776,1
2384856,364696,1
5514865,5514865,1
6004417,541038,1
5046896,5046896,1
4423658,3945375,1
2726634,839404,1
4870613,3297613,1
4870613,4299237,2
4870613,6002509,1
2083634,642070,1
3865576,5666987,1
3865576,3241027,1
3865576,3789676,1
4061070,1539142,1
4061070,4016285,1
4061070,5827215,1
2126961,2011147,1
2799586,5828883,1
4441419,844416,1
1238392,1238392,1
2532359,2339249,1
2532359,4712937,1
2532359,5334188,1
2532359,2532359,1
5311230,457290,1
5311230,429982,1
5707771,364696,1
5767904,1422451,1
5028278,5765298,1
5028278,5393381,1
2052889,3419537,1
2052889,984421,1
5991606,2116607,1
1333623,610569,1
5977290,4190526,1
5977290,3734244,1
5977290,5765298,1
5977290,2308683,1
5760067,5760067,1
3312595,4861069,1
676634,2486357,1
676634,1217358,1
5109303,440323,1
5109303,5109303,1
5999452,2204926,1
5999452,6003081,1
5999452,1723662,1
5999452,4640209,1
4555765,1222578,1
4555765,3781327,1
6004959,4861069,1
6004959,3734244,1
6004959,2283,1
5791763,328258,1
5791763,5865420,1
5791763,4299237,1
5959173,12148,1
5959173,21945,1
6004198,5827958,1
6004198,4293417,1
6004198,706532,1
5287190,4136166,1
1036843,249878,1
1036843,5865420,1
5930142,4299237,1
5930142,4838189,1
5930142,4992248,1
1745291,1745291,1
3687737,4299237,1
4109616,2256009,1
4109616,174728,1
5858934,1222578,1
6003822,5827958,1
6003822,4594443,1
6003822,3672754,1
5098582,645551,1
1419826,4299237,1
4357993,674064,1
5915657,5883980,1
2386641,6003081,1
2386641,1583239,1
2386641,478237,1
3625965,4299237,1
6004813,6004860,1
4979540,4861069,1
4979540,4299237,1
5556018,4136166,1
5556018,2236401,1
5556018,4907767,1
6004076,4861069,1
6004076,5765298,1
5995305,3169961,1
5995305,4861069,1
5995305,141555,1
2224777,341730,2
1164061,2351010,1
1164061,364696,1
4599066,676102,1
6004743,3875230,1
5636160,2599220,1
6004076,157726,1
6004076,1126841,1
2370863,364696,1
2868191,3076438,1
2868191,901925,1
2868191,3293881,1
6004101,2914543,1
6004535,5292630,1
6004535,4060355,1
6004535,6004535,1
4286897,2308683,1
4832134,771848,1
4376000,615528,1
2443944,4907767,1
2443944,157726,1
2443944,674039,1
2443944,4016285,1
5858934,2532275,1
2922002,639868,1
2259303,1529346,1
5094480,4838189,1
5094480,2914543,1
6003222,1318181,1
6003222,5992211,1
2838532,4107956,1
2848402,1502891,1
2848402,736308,1
5576585,748858,1
5576585,6003081,1
5576585,293594,1
2137083,3076438,1
5495028,4733169,1
5495028,2236401,1
5495028,4530461,1
5495028,1585957,1
5495028,2411802,1
5495028,615528,1
1363960,548225,1
5999801,2912340,1
5999801,4154185,1
1344579,1342402,1
1344579,1126841,1
3588613,5393381,1
1356851,4299237,1
5994256,5903382,1
5994256,67579,1
5914306,953482,1
344286,2357112,1
1486448,302268,1
1486448,4992248,1
4019644,1745001,1
4019644,1435869,1
5926017,2141635,1
1785589,2901002,1
1785589,6002953,1
1785589,2142055,1
1785589,1134881,1
1447908,5903382,1
1447908,4299237,1
3362503,2726195,1
5406239,5014218,1
5406239,3169961,1
5406239,2141635,1
5406239,5958569,1
3067748,2867928,1
3067748,364696,1
5390612,1240367,1
5390612,642070,1
1442283,681044,1
6004246,6003081,1
6004246,2126242,1
67405,3805131,1
67405,2411802,1
67405,5276797,1
67405,768194,1
5203608,4299237,1
5203608,2289713,1
5551722,6003081,1
1284735,364696,1
1284735,1405065,1
5861819,5020432,1
6003886,2901002,1
5956841,2867928,1
5956841,4299237,1
2242044,364696,1
4593527,2289713,1
2233229,2233229,1
5600857,5014218,1
2667626,2667626,1
5550721,706532,1
5550721,2867928,1
5550721,4293417,1
4589550,6003081,1
4589550,5956520,1
5534885,4299237,1
5886863,1695866,1
5886863,4412160,1
5886863,1639625,1
1789574,5997301,1
1789574,4637585,1
1789574,1789574,1
3267423,5334188,1
1541314,6003171,1
5862244,4299237,1
5862244,3734914,1
5862244,741849,1
5977304,157726,1
5977304,3734914,1
5451544,4379026,1
5451544,89535,1
6003870,413560,1
2807033,1502891,1
2807033,953482,1
4180276,4180276,1
2992055,3637404,1
3521871,216356,1
1993918,5827958,1
1993918,3553279,1
3012508,5747844,1
5711071,4785185,1
5594539,1797321,1
5594539,4861069,1
5594539,3412611,1
6003946,633321,1
2551683,5138888,1
2551683,1953800,1
5373131,1261964,1
4462289,2411802,2
4462289,1953800,2
5583532,1188701,1
5583532,4494547,1
5583532,3789676,1
5268911,4321213,1
5446037,4182111,1
5446037,4785185,1
4814338,2960870,1
6003558,1440762,1
2857133,3574081,1
6001747,2901002,2
6001747,2411802,1
3153902,953482,1
4570230,157726,1
5999927,2209008,1
5999927,4907767,1
5999927,2141635,1
4918632,4918632,1
2708246,104349,1
6003575,1188701,1
5239781,771848,1
3000724,3789676,1
3580316,2353808,1
2378266,398060,1
2378266,1469380,1
5139487,42346,1
5139487,10238,1
3605184,2901002,1
3605184,2411802,1
2882289,4299237,1
2882289,4861069,1
2882289,2778431,1
6003262,6003081,1
5121448,8747,1
4637416,5827958,1
4637416,4299237,1
4637416,1494085,1
5406013,5245033,1
361635,310726,1
3843097,3832970,1
5927858,4299237,1
5927858,5019169,1
494631,89435,1
5656818,2419130,1
5656818,2737479,1
6001703,100297,1
6001703,4299237,1
6001703,309111,1
2672265,4495081,1
6003222,1519290,1
6003222,3734914,1
657013,333566,1
6001415,948550,1
6001415,91757,1
6001415,4094986,1
6001415,6001415,1
1939638,282912,1
2171629,5142797,1
5740843,4747699,1
5563746,2901002,1
5563746,6003171,1
5295747,5375224,1
5295747,3545273,1
5417290,5044921,1
6000892,5920857,1
6000892,2705585,1
6000892,5228843,1
5998921,4299237,1
6002909,2912340,1
5843392,1639625,2
5865129,1762988,1
5865129,4380481,1
4801641,3620003,2
4801641,3208258,1
4801641,4299237,1
4801641,4801641,1
5831710,5831710,1
1344855,1657819,1
3968459,5460719,1
3968459,1249278,1
3968459,6003183,1
532570,2901002,1
532570,768194,1
551694,4542359,1
551694,768194,1
6002048,1755357,1
6002048,719457,1
5698936,1249278,1
5698936,645551,1
1585017,704848,1
5479963,5044921,1
5479963,4828851,1
5479963,4016285,1
2334092,1324033,1
2408643,5260441,1
2408643,3877338,1
2633803,2142055,1
1254250,1254250,1
779681,650405,1
779681,5014218,1
779681,4380481,1
779681,2308683,1
779681,3191557,1
779681,2182663,1
5422525,503099,1
6002682,5044921,1
4242499,244297,1
4242499,379311,1
1911191,1913824,1
4961615,100297,1
5867862,1619971,1
89480,1523776,1
89480,2379433,1
5351192,2386026,1
5613354,1755357,1
5613354,1762988,1
3119462,2784024,1
280100,3241027,1
6001680,5920499,1
5549948,4244780,1
5549948,5836717,1
5986925,4329670,1
2515498,127508,1
2515498,1035062,1
2515498,5827958,1
708708,4542359,1
708708,3293881,1
6002555,5827958,1
6002555,4971218,1
6002555,1755357,1
4990512,5827958,1
4990512,948550,1
4990512,1065023,1
5011551,5011551,1
1637867,1783778,1
4801641,5827958,1
4801641,4907767,1
4801641,1755357,1
1181972,4284628,1
5913700,4861069,1
5913700,2997179,1
5913700,4864088,1
1075152,4861069,1
4757688,503099,1
4757688,4757688,1
2354262,2901002,1
4261049,100297,1
4870613,4473405,1
4870613,1015849,1
4870613,3832970,1
6002269,4971218,1
6002269,5894625,1
6002269,5260441,1
2352319,1560062,1
6002171,142637,1
5696595,4299237,1
6001372,2090854,1
2948844,1755357,1
5255941,5851928,1
5255941,588071,1
5255941,4985733,1
2255491,1762988,1
1203942,1203942,1
3079439,2901002,1
5014338,5208649,1
5992075,542190,1
3479014,3819703,1
3479014,1991143,1
4778255,1809049,1
4778255,21945,1
3186850,961164,1
1726997,4907767,1
1726997,2141635,1
1726997,21945,1
4159517,100297,1
4918632,2901002,1
5987171,2132753,1
5320720,5851928,1
2867973,1755357,1
5765719,1762988,1
4126794,4498329,1
5980957,100297,1
5980957,3896330,1
5980957,3274408,1
4337825,136008,1
5056347,2011147,1
5056347,104349,1
5397158,1199721,1
5397158,1356248,1
1958583,5877122,1
1958583,879776,1
633961,510937,1
5334433,2901002,1
4414332,4838189,1
2623899,4463342,1
3578273,2011147,1
3578273,3578273,1
680464,341730,1
744276,1486118,1
5058765,2874896,1
3667450,3279554,1
3667450,3250829,1
3667450,4542359,1
5703299,341730,1
5927858,5208649,1
5927858,2011147,1
3769451,2011147,1
3769451,3176238,1
3769451,5249307,1
6001183,100297,1
5593081,4838189,1
1341395,3623499,1
1411847,599265,1
2363393,4838189,1
2363393,2053630,1
5226311,5907020,1
5666987,2053630,1
5255935,1091784,1
5255935,5255935,1
639973,2955997,1
6000821,2294755,1
6000821,6000877,1
2492364,2011147,1
5440006,2011147,1
5876582,20670,1
5862455,2411802,1
5862455,1394353,1
4107823,4107823,1
3765806,3899471,1
1171645,5886165,1
1171645,60725,1
4809035,4809035,1
2242044,183251,1
4869392,5269823,1
4869392,2067976,1
4084083,148870,1
1337499,5827958,1
1337499,148870,1
1337499,2411802,1
1337499,901925,1
5720261,5340590,1
5720261,2329988,1
2492364,711400,1
5937863,5504760,1
5937863,5962750,1
3772726,2357112,1
1365986,5886165,1
6000637,5827958,1
6000637,4542359,1
6000637,748858,1
5863652,5550138,1
5863652,951739,1
1429402,670206,1
1429402,901925,1
3423025,5992438,1
3097821,5151843,1
5943346,5827958,1
787842,833881,1
564979,2535611,1
5005270,5967915,1
5209231,670206,1
4665839,5992036,1
2962397,839957,1
5916308,1118051,1
6000608,748858,1
4750580,2397550,1
4750580,4091289,1
6000353,5292374,1
6000353,1426065,1
6000353,2411802,1
6000353,4299237,1
1122534,839957,1
1122534,21945,1
5397839,2210457,1
5407049,4299237,1
5407049,2750492,1
5407049,5550138,1
5407049,5939938,1
795374,5934879,1
795374,318870,1
6000276,5827958,1
5737801,6055483,1
6004228,3562157,1
5347360,4444629,1
5347360,5347360,1
6003030,2568670,1
2467772,3716608,1
2467772,5968775,1
2467772,1587045,1
2467772,2505440,1
5936185,5632876,1
4595424,5737654,1
4595424,4228410,1
4595424,2396874,1
4595424,6001553,1
4595424,546007,1
4595424,6001660,1
4375377,4998809,1
4375377,5984537,1
4375377,483779,1
4375377,1587045,1
4375377,4375377,1
2839797,2159907,1
5622204,19068,1
3622460,1128351,1
3622460,513198,1
5825596,4780833,1
5825596,4675165,1
442920,442920,1
5512705,6001999,1
5512705,5512705,1
4381665,3597276,1
4381665,4262006,1
3929519,3929519,1
660181,1790982,1
6003147,5627533,1
6003147,5822717,1
1817460,695364,1
1817460,3597276,1
1817460,5916150,1
711539,711539,1
711539,2827823,1
5487013,6001963,1
5487013,5487013,1
2323325,4475599,1
2323325,2813224,1
3096304,2802040,1
4311291,5635414,1
4311291,2622892,1
3473840,4703663,1
3418376,2736391,1
3418376,5431005,1
5202340,5575510,1
5887325,804867,1
5887325,1444609,1
4833948,2263572,1
4833948,2067976,1
4833948,5943481,1
4833948,4833948,1
1798677,3448527,1
4998759,4398050,1
5811284,316408,1
5811284,2827823,1
5811284,1887927,1
5987131,2512368,1
4540581,1770952,1
4540581,4562156,1
4540581,5834954,1
4540581,1034637,1
5971604,227299,1
5971604,4997569,1
512115,1141313,1
759866,1529630,1
5705372,4603698,1
4447498,947858,1
3842861,3842861,1
5958452,113195,1
5958452,5875416,1
5958452,3528382,1
5587504,5875416,1
5587504,2504333,1
5587504,877671,1
5675392,854246,1
5675392,2442099,1
6004607,1854582,1
1204737,2442099,1
5414694,5061865,1
1354508,5686427,1
1354508,19068,1
5120147,211627,1
5120147,999553,1
5120147,4861854,1
6004159,2175150,2
4925350,4363716,1
3913746,4408039,1
3913746,3860784,1
3883395,476597,1
3883395,3485021,1
4902990,854246,1
6004511,4922156,1
5070556,1423787,1
2175150,1614664,1
2175150,157328,1
1216952,3087927,1
5294096,5875416,1
5962603,5962603,1
1006610,4461608,1
1619909,3597276,1
1619909,3447918,1
180275,163024,1
5314197,5237897,1
5842084,5842598,1
5842084,1213296,1
5842084,1926369,1
4879275,5222444,1
4879275,3731501,1
5993191,1782203,1
5993191,5988386,1
5798984,3899717,1
6001007,4759033,1
3561776,5491115,1
3632138,4334348,1
3632138,2996538,1
5798798,4334348,1
5798798,310726,1
5798798,2802040,1
5798798,3498950,1
5798798,1155876,1
1189566,5976846,1
5924715,3952018,1
5924715,4334348,1
5235571,5407682,1
4699628,744307,1
4699628,5999686,1
5867809,3359782,1
1758245,4334348,1
1758245,5909155,1
979331,2170696,1
979331,1587045,1
979331,2662028,1
2622892,2572316,1
2622892,4780833,1
5997086,5597082,1
5837468,616443,1
5837468,5875416,1
5837468,5999194,1
5397474,631652,1
5397474,2606013,1
5397474,2889988,1
1802698,5714848,1
2759136,1172798,1
3358375,4334348,1
4374970,634146,1
4377616,4377616,1
1982032,5669114,1
1982032,5809544,1
1982032,5575536,1
5785719,2802040,1
2175150,4620771,1
4974740,4198099,1
4974740,3201869,1
2856360,1291163,1
6002351,2056853,1
4950432,4361951,1
4950432,3074302,1
4950432,5999236,1
1131857,5913429,1
884143,2574357,1
884143,3461955,1
884143,5714207,1
5520468,5160493,1
5431005,5809544,1
5431005,2681501,1
4319438,5928577,1
320460,815290,1
320460,5979710,1
320460,5940142,1
4635477,5992411,1
3913746,5182321,1
3913746,5173936,1
3913746,5610953,1
5409364,4453198,1
5409364,5409364,1
5965858,5875416,1
5965858,5893507,1
5691484,4334348,1
5691484,1845664,1
3915444,5713935,1
6000659,2144578,1
5737654,5375118,1
5737654,5999236,1
1982032,1792391,1
1982032,921972,1
1982032,1098851,1
1982032,2114222,1
2467772,6001369,1
2467772,4880322,1
2467772,1213296,1
2467772,5610995,1
5998367,1171241,1
2210364,5788429,1
2210364,2662910,1
5988581,5988581,1
5460946,3220887,1
5460946,4012106,1
4217999,5610953,1
4217999,3278822,1
4217999,921972,1
4217999,1213296,1
4217999,5657991,1
1611532,636348,1
1611532,1155876,1
1611532,2827823,1
5967604,1213296,1
4883339,4883339,1
1089239,1639634,1
1089239,5788329,1
6000636,5875416,1
989468,4698242,1
1690461,2138752,1
2145555,5875416,1
5120147,798420,1
5120147,3448527,1
6000534,1057007,1
1745715,798420,1
5649416,5995634,1
4695709,1601698,1
3470601,5901625,1
3470601,4714195,1
979325,1559401,1
979325,225074,1
3782963,2913508,1
3782963,5997539,1
6000214,2913508,1
6000214,1160022,1
6000214,5997539,1
6000214,4461608,1
2505440,924727,1
5512705,4775645,1
4862926,3980929,1
4862926,5931089,1
4862926,2877241,1
4862926,5153834,1
22564,22564,1
6000223,5875416,1
6000223,4703663,1
284529,128384,1
22310,22310,2
1035008,4146185,1
1035008,3002139,1
284529,2684539,2
4126186,4126186,1
5389143,2619740,1
5389143,4518710,1
1762311,3807729,1
1762311,1762311,1
5852162,225074,1
5852162,4593267,1
1426626,1426626,1
2133479,4411132,1
5007383,657390,1
970312,5249307,1
970312,3585424,1
3243499,501557,1
3243499,3111051,1
5245955,1502345,1
2011043,2011043,1
5982633,2675156,1
5982633,1919155,1
5982633,5470596,1
5982633,5982633,1
5886183,2079303,1
5886183,3545273,1
3453820,6012028,1
2221633,2221633,1
6001336,13313,1
1347796,2978901,1
1347796,6002986,1
3821503,2099989,1
6000117,2756719,1
284529,85371,1
4560465,5577765,1
6003080,157726,1
6003080,2458958,1
6003080,6003080,1
1712607,391806,1
1712607,440558,1
1712607,4967497,1
6002516,6002516,1
3191398,1022889,1
3191398,2160843,1
3191398,6005409,1
3821503,434551,1
3821503,5245033,1
3821503,4342498,1
147941,147941,1
4317441,409315,1
406289,406289,1
384556,2298137,1
2467056,868014,1
5501675,2297448,1
5501675,3747990,1
725937,1774667,2
725937,5128211,1
725937,3747990,1
6005067,3530129,1
5015623,5239503,1
5458787,5566357,1
6002676,6004415,1
6002676,6002676,1
5889490,608639,1
1500291,5196056,1
5358627,5358627,1
1099237,1099237,1
418275,668501,1
5504702,5245033,1
5504702,2573138,1
5504702,2466431,1
5504702,6005409,1
5986245,5878054,1
809199,2684539,1
5944446,4678661,1
5944446,1559401,1
4523099,3467895,1
4523099,1774667,1
4523099,2069064,1
5988550,1505939,1
5988550,5249307,1
4116831,481267,1
6004895,4944425,1
6004895,4581301,1
2281389,21475,1
6004898,2109490,1
1094836,829571,1
5701667,4342498,1
5701667,4913809,1
5701667,53089,1
4838189,16800,1
4838189,1919155,1
5424731,4603670,1
2222946,2153571,1
5923967,2877241,1
5923967,2809097,1
5987076,5827555,1
4056146,5245033,1
6003962,501557,1
974700,5740031,1
974700,65863,1
4202447,4581301,1
5931735,225074,1
3392714,2466431,1
5982633,1641854,1
3350531,3309790,1
3350531,3747990,1
3350531,841108,1
4282604,2737715,1
5906527,2590568,1
1953533,319826,1
4731165,2877241,1
1663200,1386054,1
1688591,4146185,1
1005533,3767076,1
1022889,5636775,1
654019,3943312,1
654019,2978901,1
654019,3545273,1
2642059,1171191,1
4730258,1413395,1
4730258,392258,1
6003218,3645112,1
6003218,1593860,1
2022010,5559775,1
5991953,23528,1
5991953,5740031,1
5991953,4062354,1
5991953,2264956,1
5991953,1629821,1
1302145,5740031,1
152580,743382,1
152580,3545273,1
4224900,3747990,1
2924233,4967497,1
654019,5008845,1
5539357,251738,1
5539357,1782465,1
4629584,471160,1
3909898,4342498,1
997112,496161,1
997112,5986881,1
997112,1987633,1
5757968,4756309,1
4968804,662593,1
5986086,1111557,1
4320972,996886,1
5726561,4544684,1
5726561,3980929,1
5726561,404970,1
5726561,4265352,1
578749,4544684,1
578749,2410359,1
578749,2069064,1
578749,134554,1
578749,4117728,1
5904577,4342498,1
5904577,5986881,1
5904577,2209008,1
5645646,4756309,1
5645646,4248850,1
673852,4342498,1
673852,2069064,1
673852,3807729,1
5410505,3002139,1
3099493,4658000,1
3099493,608639,1
2097120,2097120,1
5493999,60281,1
5493999,4342498,1
4653505,2069064,1
4653505,4146185,1
5348801,5245033,1
4596870,471160,1
1843486,5245033,1
1668622,5177867,1
2651079,4181011,1
648368,924727,1
648368,5832442,1
6002078,4462877,1
6002078,6002782,1
5380027,1171191,1
5380027,5832442,1
1587451,2590568,1
1587451,1630963,1
3173897,3235496,1
5970697,1351828,1
953639,1171191,1
4388482,841108,1
4388482,560648,1
4388482,440558,1
6002492,5559943,1
5411628,2380830,1
2381379,2381379,1
2009211,5775544,1
2009211,2068642,1
6002223,1913382,1
1494902,2590568,1
4941531,2579738,1
4554700,1621391,1
4554700,3309790,1
4554700,3313064,1
1599260,680031,1
1599260,3953764,1
1599260,1599260,1
5849987,471160,1
4716488,3309790,1
4716488,1629821,1
4716488,1593860,1
5436259,17826,1
5436259,4544684,1
555222,4523099,1
6002341,597607,1
2452178,2264956,1
1723095,3425536,1
5308802,5986881,1
2109257,5375224,1
5539357,560648,1
5539357,3313064,1
2128797,505088,1
5416685,5907020,1
5997152,496161,1
2358042,2380830,1
5986941,560648,1
5986941,4146185,1
5986941,3563841,1
5675216,2877241,1
5675216,2249683,1
6000716,5668691,1
6000716,5999657,1
5835593,5775544,1
5835593,5835593,1
5289164,3747990,1
972202,1968182,1
972202,15416,1
5245955,3423234,1
6001152,5570924,1
6001152,1505939,1
6001152,1555823,1
5196556,3235496,1
5196556,3313064,1
5863652,5790966,1
2740071,841108,1
2740071,1621391,1
2740071,5489178,1
3722288,3309790,1
3722288,440558,1
5489178,784668,1
1799732,2836621,1
6001481,4523099,1
4139651,4566726,1
3085419,1171191,1
4526726,5079428,1
5058813,2659313,1
5058813,5217790,1
5058813,464581,1
5058813,3088138,1
5416328,5968294,1
5996248,415784,1
4523099,2589776,1
878532,1212012,1
3667089,2546626,1
3667089,643393,1
6000678,5129715,2
6000678,6000678,1
4643144,4814459,1
1714742,657390,1
2000124,440119,1
972202,2726892,1
2652023,643393,1
5590275,5834954,1
3247226,1626222,1
3247226,1553090,1
3247226,2225104,1
1464870,440119,1
6000109,313175,1
2308241,3943312,1
2308241,2308241,1
4863758,3943312,1
4863758,1505939,1
5923622,5923622,1
5945460,4756309,1
1270789,3943312,1
4049658,4756309,1
5336267,3309790,1
152580,1265214,1
152580,3943312,1
152580,5849470,1
3137388,501557,1
2289893,1553090,1
1816269,1265214,1
1816269,3943312,1
3728214,1566221,1
3728214,5245033,1
1364776,350272,1
5447531,857132,1
2917905,4292649,1
2917905,5866175,1
1499553,1499553,1
5713566,3786561,1
5010542,1661651,1
5010542,5010542,1
865175,865175,1
865175,3064801,1
865175,3552816,1
3545980,3984609,1
3545980,5631805,1
363777,4395489,1
2407144,6046872,1
4790024,199232,1
4790024,4011120,1
4790024,2066810,1
4790024,4442384,1
4790024,2664437,1
4790024,4665907,1
5740195,4850561,1
1063911,883413,1
4706387,1545952,1
4706387,4706387,1
949962,443206,1
949962,2963912,1
4729344,5718382,1
5034145,4525866,1
5034145,1401931,1
5034145,5266082,2
5359131,5845039,1
3751355,1489968,1
1046037,2664437,1
3681880,2783370,1
3681880,3681880,1
145552,1059025,1
145552,5924595,1
5672663,5672663,1
571905,515042,1
4975876,4975876,1
5393528,1378447,1
3922327,5573171,1
3922327,3922327,1
4276769,43832,1
4276769,4276769,1
5312361,970422,1
5312361,5312361,1
1092718,1092718,1
2290797,5619,1
422080,4422128,1
3049714,3049714,1
5872586,5872586,1
4643324,291485,1
1270769,5937567,1
1760199,1760199,1
5663597,5663597,1
398477,4160199,1
398477,43832,1
5952992,385017,1
2397733,6001814,1
5005730,4498224,1
4682589,6003776,1
4682589,5886910,1
5686047,5690829,1
5933524,5996134,1
4345655,1630623,1
4345655,4781814,1
4345655,1271826,1
4170547,1278177,1
949303,5032318,1
551825,1313441,1
6004640,6004854,1
6004640,3237732,1
2060484,272031,1
3023098,3518312,1
5979727,5907617,1
3900157,5901353,1
3900157,3900157,1
2604150,2604150,1
966858,3068360,1
4882834,341994,1
4552251,1545952,1
4552251,719690,1
4524413,5198934,1
4524413,6003776,1
4524413,4524413,1
2600971,104551,1
2600971,2600971,1
4625622,3069232,1
268627,1578100,1
1073786,1073786,1
1073786,1682924,1
1045780,1746118,1
1045780,5348032,1
5838351,4781814,1
5838351,3222713,1
2072460,5894123,1
2072460,2695387,1
5472959,4286947,1
1542507,3378673,1
1570604,4910767,1
1014029,423089,1
4596312,1026177,1
3041204,1080760,1
316469,719690,2
5736877,5736877,1
5736877,3431942,1
5512403,2664437,1
4585865,5880154,1
4585865,1308632,1
4132955,4353125,1
5601784,341994,1
5601784,5178673,1
5601784,3237732,1
376742,4634240,1
1169487,5978321,1
1169487,3739332,1
4625622,5432137,1
336983,333057,1
315594,315594,1
3386758,3386758,1
3994953,4958970,1
5957297,1229845,1
2544369,5178673,1
2544369,2544369,1
3746428,4060635,1
2054586,1700562,1
5792500,1445366,1
4379258,341994,1
1901400,2094275,1
1901400,1901400,1
316469,957768,1
5899631,1395203,1
5899631,669586,1
5724570,1392452,1
714171,1682924,1
6000463,4601663,1
5992418,887210,1
5992418,3708242,1
6004475,5178673,1
810674,1085736,1
4545564,1988185,1
786096,786096,1
6001828,2851937,1
5524779,1271826,1
4621447,341750,1
4621447,1066899,1
5669118,5044042,1
1828568,3069232,1
3414222,4326588,1
3414222,5886910,1
3414222,113079,1
334781,321542,1
5997348,3512175,1
5513630,4326588,1
5513630,2123311,1
4675841,385017,1
3475915,341994,1
1088173,4326588,1
1088173,4577897,1
2373410,5332817,1
5665365,5886910,1
5896501,3933375,1
3373291,1066899,1
1786016,2471228,1
1786016,1786016,1
2593123,1066899,1
5420398,356387,1
5420398,3203487,1
477559,477559,1
5563983,1689609,1
3066450,96683,1
5886910,3746301,1
5513630,4781814,1
4291101,4573247,1
3009441,1028949,1
1279133,3708242,1
5246430,2976878,1
5246430,1271826,1
4233834,3906161,1
6001091,4395489,1
5489497,1026177,1
5489497,384309,1
5980169,246895,1
6000562,2509778,1
6000562,205185,1
5571461,2783370,2
578792,4757935,1
4380250,465677,1
4730700,2783370,1
4730700,4781814,1
5492159,5832547,1
5011522,1776239,1
5011522,4713405,1
940096,2027018,1
5662808,4326588,1
963901,205185,1
963901,77567,1
5662808,363777,1
5662808,1884877,1
5662808,4781814,1
6003021,2783370,1
3103244,3103244,1
4663056,4781814,1
5997348,2783370,1
1939409,1459027,1
1939409,4525866,1
4806586,4395489,1
4034437,1135737,1
4034437,4652808,1
5842809,4781814,1
5842809,2586904,1
5842809,3769338,1
3593011,4148782,1
3593011,1461050,1
5143847,1227573,1
5143847,1244697,1
5936834,655548,1
5906381,363777,1
5906381,5196736,1
5906381,2664437,1
5072705,5072705,1
4856119,5036586,1
4856119,1891317,1
2557745,655548,1
2396199,655548,1
4916730,1696907,1
5945218,5196736,1
5945218,2512347,1
5836823,1535770,2
5836823,655548,1
5836823,1939961,1
5836823,1007491,1
4772661,1696907,1
4772661,640733,1
1120126,5581736,1
2853734,1135737,1
367949,4406375,1
4437982,1761687,1
4437982,3548469,1
492024,4395489,1
3467240,5938635,1
3467240,2677179,1
5820875,5820875,1
5746235,4395489,1
5746235,3548469,1
4018016,1070692,1
4018016,4395489,1
5917312,5268815,1
5456081,3402095,1
2419701,2043580,1
514481,4727792,1
5936934,1665105,1
5936934,4781814,1
5936934,542161,1
2775110,4148782,1
5571461,1743001,1
5835494,5085393,1
5835494,1241782,1
5835494,674456,1
5615133,3769338,1
2474454,5007134,1
5601098,1988185,1
5899279,4525866,1
5899279,4537344,1
5897021,5085393,1
1463518,3287366,1
1463518,4573247,1
1463518,1187415,1
3357097,1051292,1
2215977,526828,1
3145189,148335,1
6001624,2143481,1
6001624,5372793,1
5694397,4148782,1
5842809,5066324,1
4030948,1070692,1
5729421,2335142,1
2494072,1219956,1
2494072,4781814,1
256405,356387,1
256405,5066324,1
1960169,1378447,1
1960169,583978,1
1960169,6000931,1
1794458,1770246,1
1794458,5735944,1
4537112,2781107,1
5934056,5060335,1
6001384,5871602,1
6001384,6001384,1
6001530,2270160,1
6001530,6041485,1
4648896,3567319,1
3241846,5998956,1
4584429,133717,1
4584429,4584429,1
4126657,2512347,1
4626998,4829935,1
4306710,5295948,1
4306710,1073631,1
4306710,5830574,1
5219345,1529673,1
5219345,5219345,1
5993298,5993298,1
6005025,1766831,1
5172672,3748742,1
5172672,1723545,1
5172672,5172672,2
5218276,5459839,1
189699,54734,1
4303418,295174,1
5883960,1396650,1
2935886,1766831,1
5946104,601855,1
1432468,1144035,1
1432468,1432468,1
6004411,5809526,1
6004411,6004411,1
5604140,1090068,1
4099116,2253302,1
5085563,3005251,1
5085563,1120793,1
2086191,5851426,1
5789534,2294978,1
6003574,5133088,1
3589625,5999927,1
3589625,1549310,1
3589625,13508,1
503151,1144035,1
503151,1766831,1
680074,2253302,1
680074,1766831,1
3185056,1766831,1
3534084,2253302,1
5999764,1723545,1
5999764,1766831,1
5944097,107744,1
5944097,2253302,1
5944097,205608,1
4306710,3276615,1
6004132,5830574,1
6004132,3257984,1
6004132,3074993,1
4530912,991727,1
4530912,1016435,1
4530912,107744,1
4896021,5024519,1
4581488,2253302,1
3290423,406987,1
5281051,3470178,1
5281051,6004832,1
802281,2149718,1
802281,3101532,1
5406008,5606222,1
4633628,2149718,1
4633628,5830574,1
4633628,1423787,1
4096463,5616671,1
4096463,1095365,1
2793711,1016435,1
6004132,14660,1
1503944,1120793,1
2175534,1016435,1
5963316,115159,1
4657469,4275342,1
2900199,3470178,1
5946342,1016435,1
3097712,6001469,1
3097712,2582369,1
2900199,5963316,1
2900199,3992569,1
4641716,2909905,1
4641716,2503070,1
2999595,1073631,1
2999595,1120793,1
2999595,5992977,1
2999595,3470178,1
1144829,5235488,1
1144829,1120793,1
1144829,1723545,1
4679505,1820793,1
3980593,2772319,1
2952709,5992977,1
4554544,1196954,1
4554544,5848801,1
