In,Out,Weight
2715384,3474290,1
2715384,5989964,1
2056412,2140193,1
3044276,589259,1
3044276,3044276,1
1073525,982161,1
5842102,3729911,1
2363482,4600,1
5922453,115145,1
5922453,4861937,1
5091149,5091149,1
5091149,2048448,1
5970499,3673952,1
5970499,4987078,1
2622919,17175,1
5735689,5735689,1
5735689,4117061,1
6005119,1155209,1
416564,416564,1
2831157,269454,1
2831157,5953,1
2831157,3920753,1
2831157,476690,1
4165579,190201,1
638323,2704500,1
5855919,67579,1
5855919,5136691,1
2981854,2981854,1
2981854,3708462,1
2981854,1426227,1
2981854,8681,1
4179332,4117061,1
5899024,1085736,1
5899024,5882473,1
5213929,1297214,1
5213929,5213929,1
652414,1120793,1
652414,823393,1
652414,2491410,1
5010879,5010879,1
3481285,3481285,1
3481285,6007739,1
3548196,5819877,1
3222913,2587435,1
4790472,5886712,1
5969683,1218618,1
5969683,3124333,1
5969683,5969683,1
1725378,3498962,1
5980993,2055854,1
6001279,3853283,1
5979560,119775,1
5979560,4501480,1
1314503,4310784,1
1314503,4662170,1
4908555,2665890,1
5458152,4871427,1
5127677,3764965,1
5127677,2916005,1
5127677,982161,1
3929393,1743880,1
3929393,671543,1
3929393,460557,1
1871885,1871885,1
5528751,223478,1
4074057,1237575,1
3826353,818827,1
5072528,5914510,1
5945005,2020723,1
1349269,1884431,1
5455877,3275754,1
2253852,1125774,1
2307636,5328378,1
2307636,2307636,1
3343999,1943464,1
3343999,3836923,1
4932738,22656,1
4932738,4762810,1
4932738,778659,1
4932738,3115349,1
4932738,5939936,1
4932738,5634822,1
5794637,405039,1
5105484,1746118,1
5105484,5824373,1
5134088,5914942,1
2439467,2439467,1
1953475,5718513,2
4979865,3027124,1
4979865,5911754,1
4979865,760423,1
6000966,1422451,1
330457,348956,1
330457,1743880,1
4361020,4095408,1
1626306,986180,1
1626306,4649657,1
1916771,845128,1
1604243,1064245,1
1604243,5381756,1
5504695,3763321,1
2152752,2933977,1
2152752,1566345,1
4659530,4659530,1
4659530,5120147,1
4659530,1678221,1
4535766,3019990,1
5648887,1913542,1
5648887,694439,1
5648887,5798153,1
894532,4983531,1
6005008,1120793,1
57091,740553,1
4162830,65863,1
5849252,1077853,1
5446873,4678661,1
5909730,4436470,1
5909730,3134215,1
5909730,3693617,1
5909730,1631193,1
6005172,1410303,1
4681266,1814524,1
6004942,1631193,1
6004942,3613270,1
3449656,5132826,1
6005013,992484,1
6004980,6005063,1
5112401,1902010,1
5112401,1093528,1
5112401,5112401,1
5637567,1120793,1
5637567,1346996,1
4216432,868975,1
4035943,1120793,1
5867747,2563625,1
5867747,2991525,1
5867747,2189127,1
5584674,4667831,1
5584674,5478049,1
5584674,5994835,1
1563146,2961834,1
1930965,1930965,1
5854455,4309169,1
3616722,3463645,1
1644751,519718,1
5590002,5214807,1
5917440,5917440,1
5917440,2589028,1
1663987,27905,1
1663987,3458919,1
6004877,5914942,1
5781975,139985,1
5550833,571407,1
3625087,5132826,1
5905920,5858704,1
5905920,1545952,1
5745558,115145,1
5920505,5120147,1
5551134,2970947,1
5551134,5728599,1
5551134,5290465,1
4826267,822588,1
4826267,1120793,1
6004875,5484385,1
5674298,1213907,1
5556298,3788176,1
5759170,879035,1
5759170,1040716,1
5222040,18157,1
6004744,1814524,1
4801362,1631193,1
4724265,1814524,1
5798639,2194364,1
5798639,5780734,1
5666742,982161,1
6004784,535871,1
6004784,5120147,1
6004784,4249403,1
5112490,4136166,1
5112490,2308683,1
6004516,3585432,1
5893123,2216670,1
5893123,5893123,1
5075060,1159128,1
5075060,5780734,1
1050787,5996965,1
1050787,5817888,1
4603045,992484,1
4013630,982161,1
5922968,57695,1
5922968,5070158,1
5080580,1938929,1
2216621,5696608,1
1476297,5477663,1
1476297,4001661,1
1476297,1476297,1
1236581,1877003,1
5399007,827593,1
5399007,4287886,1
5953977,1938929,1
5953977,5120147,1
5953977,5517633,1
4547911,927493,1
4547911,315306,1
5573842,1977887,1
1236581,650288,1
1236581,3144601,1
5721694,2741273,2
2479008,936832,1
5636939,5136691,1
5636939,439719,1
3529850,2189127,1
3260577,2587583,1
3260577,3260577,2
3260577,5080069,1
1953475,1628375,1
4744514,4744514,1
5886803,300257,1
4062346,927493,1
6003747,4592020,1
2215084,3405171,1
4409113,2936153,1
1366617,791260,1
1366617,1366617,1
4859544,5427063,1
3943868,481852,1
4724265,927493,1
4724265,3993731,1
5580169,1121249,1
5580169,5817888,1
5472765,5328378,1
5998478,982161,1
5998478,2535335,1
4888684,4888684,1
4330265,881375,1
6002443,57695,1
6002443,2166798,1
6000618,2320144,1
6000618,3585432,1
5655109,5655109,1
6000361,5710872,1
6000361,5858704,1
421808,350488,1
4449839,606679,1
79439,5972774,1
79439,5513368,1
2670503,1155209,1
3489098,1031689,1
1240051,6004315,1
643268,3862022,1
643268,982161,1
6003911,3177662,1
5914942,2933977,1
4255756,827593,1
4255756,4255756,1
4821194,3556394,1
4821194,4702544,1
4821194,5332993,1
4821194,2929562,1
5881965,804714,1
5950317,515054,1
6002440,4600,1
5411388,4298200,1
5411388,5411388,1
5890889,5324170,1
5890889,5890889,1
5958051,5168011,1
5958051,982161,1
5958051,2055782,1
6002586,2493028,1
3939124,5339529,1
6003659,355419,1
5446873,982161,1
5446873,5517633,1
5446873,1773303,1
5916208,4852004,1
5916208,5764457,1
2084209,3080094,1
2084209,868975,1
4843349,1256008,1
4978865,147024,1
3244519,827593,1
3244519,4904608,1
3244519,5858704,1
5264665,5223309,1
5264665,1996394,1
5264665,5987899,1
5999361,4863783,1
5889375,4811803,1
5889375,5925259,1
5889375,4491275,1
2786156,4754790,1
4070836,2670892,1
3545298,775715,1
6002846,2313177,1
2403945,3635454,1
5424638,2385538,1
5424638,1746118,1
4773658,868975,1
6004062,6004032,1
2868994,1573104,1
2868994,5986189,1
5992840,4811803,1
1827601,481852,1
27474,5878821,1
1564652,827593,1
1564652,1707091,1
1564652,1120793,1
6003691,1573104,1
6003691,5986189,1
1714038,23354,1
1482362,827593,1
1482362,453005,1
5203757,871026,1
44286,608820,1
44286,2308683,1
525894,571407,1
525894,5517633,1
5136983,363573,1
1084605,4886432,1
1084605,496099,1
5374172,1545952,1
5374172,5780734,1
6003307,827593,1
5011413,5914182,1
6002951,1628022,1
3540462,1545952,1
3540462,3205932,1
6003833,2862892,1
6003833,7512,1
5120619,236465,1
5120619,115145,1
5027789,925040,1
5027789,4167384,1
5922968,868975,1
5922968,3993731,1
5556917,5556917,1
2576531,1259109,1
5183619,5939566,1
3852459,2313177,1
3852459,5849470,1
5385625,2622892,1
5385625,2102532,1
6002653,4600,1
6002391,637853,1
6002391,1480171,1
3933559,3215527,1
3014901,3554264,1
3014901,1282219,1
3412425,515054,1
457268,1788806,1
457268,2563625,1
457268,637853,1
457268,1048093,1
5939936,724835,1
5939936,1932557,1
5939936,5849470,1
5939936,2055782,1
3073031,1545952,1
3073031,3699808,1
5300326,1932557,1
5300326,5858704,1
1718678,1718678,1
1718678,1067793,1
6003203,3439993,1
6002846,1401133,1
1804241,869736,1
1804241,1725123,1
1804241,5999194,1
1804241,121747,1
5987771,235123,1
5716351,5889530,1
1655700,5584211,1
1655700,4616087,1
1655700,5858704,1
2508829,315306,1
5544017,4504191,1
5724825,290501,1
5724825,4577493,1
5973443,5839054,1
5973443,1950395,1
5582342,5358627,1
5812436,5118465,1
5812436,4388512,1
3343999,5907003,1
1480018,3215527,1
5530436,879035,1
5530436,5195937,1
5530436,2949612,1
5530436,5882473,1
6001220,4449456,1
750117,63308,1
5624464,139985,1
1476297,3994197,1
6003138,6003312,1
2486322,1089967,1
5624129,1101692,1
3557664,5839054,1
3557664,3385212,1
4989934,4170608,1
4438561,411602,1
5990579,1528777,1
5990579,2009156,1
2218452,5972774,1
2218452,415755,1
2218452,2491410,1
5794981,3994197,1
2654083,4833844,1
2654083,1120793,1
2654083,1876644,1
2654083,1073945,1
496544,1045142,1
496544,139985,1
5370247,5255988,1
5873933,547639,1
5873933,5923757,1
4621507,2380830,1
4621507,3366831,1
4621507,453005,1
4621507,57695,1
4871597,721079,1
4871597,1799530,1
4871597,1079354,1
4871597,22656,1
4871597,5217790,1
4871597,5019818,1
4871597,5332993,1
2953405,4301819,1
5993555,3498962,1
4904608,1131828,1
5497745,5990375,1
5497745,3437460,1
5721694,1799145,1
5721694,5721694,1
5935983,5935983,1
3497897,1565503,1
1404223,573032,1
5592892,2020723,1
5592892,5996965,1
1975299,139985,1
5435839,57695,1
5435839,1969945,1
5435839,801894,1
5435839,217324,1
990038,1545952,1
2832783,5958449,1
2832783,453005,1
2832783,3568957,1
582791,582791,1
3037960,181336,1
3037960,1401133,1
3037960,3037960,1
1948992,2797275,1
1948992,2674784,1
5954938,1393484,1
3651151,1129995,1
3651151,1841194,1
2092109,227299,1
2092109,3215527,1
5998355,1364347,1
6002471,2493028,1
5903701,2003874,1
5903701,5168011,1
5767970,5746722,1
5767970,5767970,1
4536748,2859174,1
4536748,5562749,1
4536748,1683466,1
6002783,476791,1
6002783,1545952,1
3756360,3756360,1
3756360,197205,1
2794446,4190848,1
1510701,4436713,1
3256365,17175,1
5771959,1240763,1
5990688,3510195,1
3585595,3203287,1
3585595,2003874,1
5164784,5944448,1
5164784,4954322,1
2742405,263052,1
6002480,1623130,1
6002480,705635,1
6002480,2004530,1
6002480,6002480,1
3964789,5678086,1
261984,4787126,1
1387703,3480246,1
1093528,57695,1
1093528,9204,1
1093528,2991525,1
5821526,5997567,1
2873792,154133,1
2873792,363573,1
5860307,5988062,1
3984006,57695,1
3984006,5971333,1
3984006,3708462,1
3984006,5375403,1
3984006,3499626,1
3984006,37213,1
5996630,3410474,1
5461803,5882473,1
5999822,5547025,1
5999822,5999822,1
1485033,5678086,1
4357281,2670892,1
2657987,57695,1
5840751,3138755,1
5840751,5939566,1
3215910,1425585,1
2984712,829571,1
2657987,207421,1
8681,157672,1
2504004,5996965,1
6001989,5193194,1
6001989,1925997,1
6001989,5761558,1
6001989,3396030,1
3201714,5577819,1
3201714,3805521,1
3201714,3708462,1
505984,2636929,1
505984,982161,1
505984,1221571,1
505984,3425536,1
505984,1765828,1
5935418,4270405,1
5935418,757100,1
5852289,57695,1
4105564,57695,1
4105564,1969945,1
1271781,5612858,1
2246127,15472,1
2246127,2246127,1
5653913,517134,1
5653913,2628956,1
581660,3763063,1
581660,3708462,1
5886803,5802417,1
2641878,2641878,1
5686406,4709831,1
5686406,4782694,1
5686406,2055782,1
5686406,5895622,1
5453785,5453785,1
4277582,344116,1
4277582,1126526,1
5562749,411602,1
5943925,5607107,1
5943925,5252037,1
6002196,1220491,1
6002196,4915547,1
3957182,2497492,1
2641878,5902918,1
5771567,2193767,1
2325384,517134,1
4446047,1089967,1
4446047,5406012,1
4446047,481852,1
4446047,2966603,1
4446047,2193767,1
4446047,1331935,1
4446047,5761558,1
4022687,5607107,1
4022687,4782930,1
5889530,6000778,1
5889530,3101404,1
4802797,5080069,1
4802797,2020723,1
4802797,1221571,1
4802797,5678086,1
4467208,2854632,1
4467208,4504191,1
4088260,3710865,1
4088260,5607107,1
4088260,4543112,1
4088260,760423,1
3729911,1221571,1
3729911,57695,1
3729911,5406012,1
3729911,157247,1
3729911,5923072,1
1055954,3946958,1
1055954,5388875,1
1055954,4454119,1
3151258,2585433,1
3151258,467968,1
3151258,5802417,1
1403012,2193767,1
5877952,1925997,1
5877952,5761558,1
3547982,3790150,1
3547982,4119746,1
1841940,22656,1
1571180,1571180,1
3828799,1911941,1
3877781,1101692,1
3877781,804714,1
5319837,1003142,1
5319837,1120793,1
5614926,1925997,1
5614926,5406012,1
5614926,3764965,1
4400902,2284215,1
4400902,5168011,1
2940881,57695,1
3870872,57695,1
3870872,5517633,1
3870872,5259342,1
3870872,1799530,1
5912043,4170608,1
5912043,2003874,1
2600084,476690,1
2845346,1911941,1
2845346,1276495,1
2845346,1066501,1
2845346,4923889,1
4725592,1678221,1
4725592,4074715,1
5997850,1727092,1
5997850,756809,1
3677633,1243675,1
4338786,1221571,1
4268500,674530,1
1269325,3226984,1
2257085,5783324,1
1455049,3163648,1
2506749,2630767,1
2506749,2585433,1
2506749,1799530,1
5794376,3488396,1
5794376,5998820,1
5815695,1517735,1
5993797,992484,1
5917228,37213,1
4973620,2305034,1
4166822,5766732,1
188474,4989676,1
188474,37213,1
5372622,3275716,1
5372622,2259200,1
5980558,5168011,1
5391711,5964039,1
4781569,760423,1
4781569,4781569,1
4590447,2567069,1
4590447,11654,1
1009380,252228,1
3436481,47461,1
3436481,5634822,1
5230294,157672,1
5996353,1863229,1
5996353,2202512,1
5996353,5080069,1
2822128,4641280,1
3142222,3142222,1
5102190,3493036,1
2398591,4753750,1
2398591,1932557,1
2398591,65464,1
2398591,5987899,1
414269,857727,1
5668447,5945193,1
4537978,5838681,1
5603007,2797275,1
1739325,22656,1
1739325,3375670,1
315687,1425585,1
4409844,5998820,1
5846939,57695,1
5846939,1870555,1
5846939,4762810,1
5846939,3065367,1
6000344,1670616,1
837187,1568138,1
4772216,2696260,1
5995030,5518575,1
5995030,1932557,1
5995030,4578902,1
3477539,821786,1
4725592,280244,1
4725592,4190848,1
5927599,5594295,1
2560721,4644021,1
6001257,5250273,1
3358718,1221571,1
3358718,1799530,1
3358718,3488396,1
4451732,4451732,1
3305063,3227576,1
236014,5126104,1
236014,818722,1
5668317,2998271,1
5668317,5173362,1
5562556,939336,1
5562556,2590478,1
5562556,4554938,1
5218170,4578902,1
451937,22656,1
3977211,2636929,1
3977211,4641280,1
3977211,4862610,1
5991121,5517633,1
5991121,3021082,1
5732801,3682351,1
2999870,3772478,1
2999870,2818245,1
3280538,1361787,1
5578439,207421,1
3488145,3398732,1
3136136,5850506,1
6000605,5151575,1
5887944,4927616,1
6000523,3318030,1
5996249,4306260,1
5996249,4873932,1
5996249,5316836,1
5996249,2450855,1
5717819,1121249,1
3721481,4641280,1
5780315,2153834,1
5780315,5780315,1
5780315,5204856,1
6000661,1517735,1
4398338,2522439,1
4398338,4662170,1
4398338,2741273,1
4398338,4494555,1
4398338,5964039,1
4398338,3738947,1
4398338,3027124,1
4188194,4290096,1
4188194,5866759,1
4188194,5192528,1
4188194,15472,1
4188194,3498950,1
3524363,1121249,1
5416028,4436503,1
2904188,2450855,1
2552080,37213,1
5891282,5992054,1
5891282,2582369,1
5891282,5430110,1
5891282,3705127,1
5592008,3795036,1
877603,4592020,1
877603,5148907,1
877603,4587292,1
877603,5545667,1
5901962,5964039,1
1003682,441902,1
1003682,11092,1
2600158,4501480,1
5972133,5871828,1
5972133,5863233,1
5972133,5912740,1
6000783,3205932,1
5189384,5975697,1
5189384,3224004,1
5815816,5421580,1
3171100,4967497,1
3171100,2073500,1
3171100,437506,1
5922968,4501480,1
5922968,1932557,1
5922968,3556394,1
5922968,3205932,1
4725592,1361270,1
4725592,2675698,1
3343955,4231511,1
3343955,1377440,1
3343955,5221149,1
3343955,5802468,1
3343955,1256311,1
3343955,5923757,1
5983631,1709234,1
4924272,2582369,1
5605867,4592020,1
5849987,1565503,1
5849987,4999394,1
1353830,5972774,1
5416028,5992054,1
4660280,3558960,1
4660280,4197344,1
4660280,4716643,1
5994509,4618965,1
1851893,1851893,1
5948919,2741114,1
5948919,2715233,1
5948919,5080069,1
2888668,1364499,1
5332593,992484,1
5851439,13,1
4273929,879035,1
4273929,3436227,1
5850166,4812613,1
6000030,5588689,1
5287739,1048138,1
3189744,5972774,1
6000397,6000110,2
6000397,3924792,1
2947450,1110291,1
3657747,1435985,1
5964376,1291492,1
5972133,5887320,1
5972133,3899947,1
2175534,981744,1
5943109,4113623,1
5943109,3280538,1
5943109,4522447,1
5943109,4103569,1
5970142,2522439,1
6000244,2308683,1
5666703,879035,1
5144855,5844454,1
5144855,879035,1
5144855,4131182,1
3594994,4833,1
2165980,5881159,1
2165980,415755,1
5416028,6000110,1
5416028,2522439,1
5922968,5992054,1
5851439,2933977,1
4522920,1863229,1
6000322,2073500,1
6000322,3705127,1
6000322,1966247,1
4317945,868975,1
5896076,522444,1
5896076,2699901,1
3576490,992484,1
5455661,2970947,1
2863200,933739,1
1067947,6051924,1
5654699,5941529,1
6002632,3405471,1
2076775,5977137,1
2076775,291485,1
2076775,2076775,1
616877,2287596,1
1312879,640325,1
4778146,5808709,1
4778146,4778146,1
1675128,5171684,1
619656,2043284,1
1022906,2242104,1
5717094,5275251,1
5430901,5430901,1
853005,853005,1
2966011,416665,1
5986115,328193,1
1611834,1265371,1
1650011,4708097,1
1650011,1022123,1
4673557,4673557,1
4673557,5845732,1
3276954,5152001,1
299138,970191,1
3641381,368260,1
3641381,1127849,1
2202232,1700976,1
4473726,3152130,1
1506710,200824,1
1506710,1506710,1
3637002,605134,1
3637002,6043740,1
405883,405883,1
6004103,3301570,1
6004103,6004103,1
1987258,3410196,1
5439151,3419825,1
5439151,3152130,1
84704,1203904,1
565968,40521,1
565968,5697616,1
565968,1338778,1
565968,2122217,1
565968,122718,1
565968,5202563,1
565968,5195227,1
565968,5625434,1
565968,4662726,1
565968,3615796,1
565968,1286900,1
565968,5666987,1
565968,829154,1
4181269,4961487,1
4181269,5506161,1
4181269,3391879,1
1793971,687262,1
1793971,1793971,1
5586080,812369,1
5890708,5666987,1
5890708,2780791,1
1338201,4184842,1
1338201,1338201,1
5652388,5570139,1
5985908,5168011,1
5985908,4778146,1
6001033,6001033,1
2528063,3997704,1
2528063,4753750,1
1897755,1897755,1
5110313,5110313,1
2057530,781754,1
2057530,5425825,1
5804559,1281522,1
5286901,5286901,1
880874,1112048,1
1366293,604196,1
1366293,1366293,1
5197739,3107430,1
5197739,2141972,1
5197739,74195,1
5197739,5202563,1
1478263,1478263,1
1478263,4804845,1
5694242,85785,1
5694242,5694242,1
913903,3405471,1
913903,634824,1
5932250,4422347,1
5932250,1560697,1
3655102,371933,1
3655102,4103496,1
3655102,5986115,1
1303170,2410453,1
5622423,2720372,1
5622423,5915850,1
5622423,195417,1
1085457,246811,1
4444741,5994187,1
3082385,3082385,1
5216651,1384969,1
5216651,3559349,1
2449276,979580,1
5061692,476597,1
5061692,853710,1
5061692,5776551,1
75846,881798,1
5283915,310733,1
5004521,476597,1
5004521,809357,1
2135045,2135045,1
2135045,149264,1
3946956,953215,1
5874996,5874996,1
5827197,2293560,1
5827197,5827197,2
2217057,2217057,1
801279,1863970,1
5504739,5402620,1
5504739,3569026,1
5504739,5504739,1
3070080,5607687,1
5181585,1596973,1
5181585,69809,1
5933612,117362,1
5997390,5423827,1
5997390,2279177,1
5997390,1306871,1
5997390,1509124,1
1509124,5527203,1
4990930,2946329,1
6002775,1651402,1
5983294,5983294,1
5234442,5961091,1
5234442,3935042,1
6004591,5993491,1
885838,476597,1
885838,885838,1
1056491,1022123,1
1056491,2492669,1
6001138,1079221,1
6001138,4666108,1
6001138,5520747,1
3356558,450185,1
3356558,1177147,1
4873680,5015238,1
5981284,1429487,1
5981284,2436859,1
5960024,5838242,1
5960024,1407,1
5960024,5948715,1
1181412,1181412,1
731678,3336559,1
731678,1141432,1
731678,4854046,1
3578483,2704659,1
3578483,106159,1
3578483,440168,1
2129255,3077495,1
4774674,208318,1
4774674,133852,1
4774674,4774674,1
874857,22656,1
5159495,1144952,1
5159495,386703,1
5890227,162699,1
5890227,5890227,1
6004835,3538012,1
5385644,680337,1
5385644,5385644,1
5525311,5554372,1
5525311,1079221,1
5525311,846993,1
5525311,1786428,1
846117,5255018,1
5834596,6004211,1
5279257,3738061,1
737972,737972,1
765281,4642606,1
4351747,909882,1
1253921,442444,1
1253921,1253921,1
1039753,1039753,1
5951974,1265371,1
5951974,991727,1
1071525,3410196,1
4433973,1081897,1
3274216,6007207,1
3274216,2613020,1
3274216,3787557,1
5976249,3027266,1
495328,885318,1
495328,1644813,1
2382032,4423831,1
5207662,613130,1
2700262,11709,1
3858867,187446,1
3858867,3294832,1
5687551,886945,1
5687551,1768779,1
5998828,3110834,1
5326354,3997704,1
5326354,684096,1
2773052,1177147,1
5512815,98094,1
5512815,1387827,1
500726,5425825,1
2103084,2608080,1
742526,5445515,1
2632986,2632986,1
1274440,41071,1
6004173,505088,1
701626,1870803,1
701626,1447808,1
5998328,2245256,1
859359,4173702,1
859359,981141,1
859359,859359,1
2407394,3309311,1
4001926,85785,1
1085457,5905548,1
1085457,4346877,1
3238079,681351,1
3804906,3538012,1
706346,4828786,1
706346,3382549,1
1779027,1779027,1
6003728,4555964,1
3698881,3698881,1
5923205,2122217,1
3192389,5641598,1
5771917,5184658,1
4624193,5694785,1
5747365,5454650,1
5747365,5527203,1
4406811,1560697,1
5216651,5986115,1
5446838,3963067,1
5446838,1144952,1
5446838,447156,1
5446838,2184057,1
5446838,3874053,1
834594,921496,1
3984494,3964802,1
6004676,610404,1
6004676,865617,1
6003455,6003455,1
5071571,814735,1
5514388,1030169,1
2609095,2609095,1
2266345,2334823,1
634042,3887516,1
634042,364330,1
634042,5972219,1
3968934,129164,1
3071144,2367096,1
1141764,1270504,1
324362,5885510,1
5990886,2704659,1
5990886,888587,1
5990886,5028564,1
5990886,982161,1
3202982,135105,1
3202982,299288,1
3202982,879243,1
4678399,5999639,1
2583676,4620101,1
3338497,5150327,1
3609841,5757833,1
3238079,92196,1
3238079,5757833,1
5885118,1682924,1
902940,3887516,1
1938988,1938988,1
6004668,1338,1
880874,861716,1
938668,1645737,1
5943842,3559349,1
5869427,13302,1
2480090,880990,1
2595033,43846,1
320724,2780791,1
320724,5915850,1
320724,3885071,1
5673989,2903863,1
2807640,5233410,1
2807640,3331310,1
2807640,2807640,1
929902,1698557,1
7453,2903863,1
5986183,909882,1
5986183,2682748,1
5986183,5999236,1
5601480,30366,1
5601480,3448903,1
5601480,5986115,1
5859151,369,1
1080355,2242409,1
1080355,1882699,1
919426,122718,1
1575416,1575416,1
449688,401096,1
449688,1535478,1
3822188,1569150,1
6004470,5178207,1
5311011,1079221,1
5311011,5969411,1
5311011,880990,1
5458450,1079221,1
5458450,80274,1
145999,2469209,1
643084,547639,1
643084,2045162,1
643084,715224,1
643084,263693,1
4232947,3869909,1
4402431,3107430,1
1657476,1657476,1
5775000,5948140,1
4956739,3147319,1
4956739,1022123,1
5612113,3396030,1
1449185,1394631,1
3417962,5178207,1
2700303,2290059,1
6004273,337085,1
6004273,456332,1
1607218,972216,1
4085006,3094533,1
4085006,4642606,1
4085006,1835601,1
1080355,1045881,1
3356901,476597,1
3356901,5670286,1
3356901,15599,1
4698661,2992516,1
5860909,54746,1
6003903,76123,1
6003903,1022123,1
5633284,1179077,1
5633284,6004248,1
5633284,3396030,1
5905015,476597,1
5905015,1179077,1
1158428,841438,1
5678892,1429487,1
5678892,623604,1
3587701,1658906,1
1357212,1178314,1
2063351,332059,1
4896850,149884,1
4896850,2720372,1
4896850,129164,1
5963133,316799,1
277136,80274,1
277136,68972,1
6003821,5666987,1
6003821,1942,1
4694247,4694247,1
1240933,1560697,1
1240933,1240933,1
3793542,4961487,1
3793542,5396416,1
5591699,3738061,1
5591699,3107430,1
5591699,3277640,1
1605873,1605873,1
413464,4588915,1
413464,1365053,1
4151858,5919473,1
4151858,328193,1
4560268,991727,1
1463984,1463984,1
5993411,869290,1
2065039,5666987,1
2065039,2969459,1
850943,850943,1
4747535,5961091,1
5075261,98094,1
876002,3549908,1
6003478,5554372,1
256793,2621185,1
6003260,5178207,1
6003260,579895,1
2400554,1405547,1
2498668,577765,1
1786544,371933,1
1786544,5884133,1
3625713,162699,1
4516413,2193308,1
1080355,1080355,1
1080355,61164,1
800123,1084168,1
588868,22656,1
588868,588868,1
588868,360211,1
5252988,34397,1
5252988,4038191,1
5557472,5666987,1
2175532,2903863,1
1592358,3405471,1
2400782,1260204,1
2400782,80274,1
3238079,3885008,1
3238079,5401653,1
3238079,5202563,1
1515901,1081897,1
1345309,218548,1
2787664,263693,1
3625713,1238575,1
5454452,2814905,1
5454452,5454452,1
3873192,162699,1
2896065,687262,1
426227,162699,1
426227,426227,1
5872922,5421580,1
5872922,4406006,1
5681686,2045162,1
5548211,5131763,1
5548211,1079221,1
5987975,5666987,1
5987975,5703316,1
5987975,2307070,1
5941603,1875256,1
5941603,2348046,1
5238345,5969411,1
3689167,2045162,1
128662,3549908,1
5120677,886945,1
5120677,5120677,1
6003092,6003092,1
4604764,1315444,1
917669,302918,1
1422604,5178207,1
3584141,117362,1
3625713,284240,1
5998334,3405471,1
5681686,2416958,1
2848348,287740,1
6003135,5838242,1
5967889,122718,1
423839,5131763,1
2090341,58508,1
5050203,2416958,1
4451265,2045162,1
1569058,579895,1
1569058,5666987,1
1056491,122005,1
1147625,1394631,1
1080355,2045162,1
517558,2663692,1
517558,567435,1
2485467,5499218,1
2485467,2485467,1
5825297,1079221,1
5825297,5825297,1
1069643,1560697,1
4018432,4800789,1
5305863,1306871,1
5305863,1403794,1
1954132,1022123,1
1954132,4507394,1
5478955,567435,1
652269,366904,1
4221433,1560697,1
5512749,547639,1
1997232,88656,1
1997232,1031591,1
5002253,1576474,1
5002253,2416958,1
3813371,3094533,1
3813371,266143,1
1336662,200936,1
1405892,1635765,1
1405892,3405471,1
3969244,451475,1
3969244,1022123,1
2559709,2559709,1
3134181,4579864,1
5672137,2348046,1
88409,5401653,1
5635175,2451446,1
5764483,1022123,1
5326354,963542,1
5326354,2521703,1
1799572,219871,1
5571402,3562271,1
5571402,98607,1
5996341,1238322,1
5996341,1378307,1
4832868,1444114,1
4832868,6002713,1
2084421,301303,1
2084421,1065023,1
4959035,266143,1
68571,853710,1
68571,233164,1
5262908,894977,1
5262908,1560697,1
5851964,1497677,1
5851964,4961487,1
5751578,3410196,1
5751578,3405471,1
1743110,285465,1
1743110,1606054,1
5837526,5989401,1
5996464,1845664,1
5996464,2061133,1
3887264,3887264,1
6002258,22656,1
5998334,476597,1
5998334,1560697,1
5998334,5860909,1
3445510,5666987,1
6001138,1127849,1
6001138,3405471,1
6001138,4546874,1
869051,2399764,1
6001390,579895,1
4275342,569662,1
1719775,3238462,1
5847011,1438161,1
1379808,1379808,1
6002246,3405471,1
6002246,3410196,1
190467,2718186,1
995172,280192,1
4118839,1177147,1
5772955,2319407,1
5772955,2559859,1
5998389,5998389,1
1898396,362634,1
3636680,2440262,1
3636680,5996487,1
5152559,1560697,1
5994736,419956,1
5994736,1260204,1
5243776,279395,1
5923205,357561,1
1646240,5574010,1
1445568,106159,1
958464,290460,1
4207709,4207709,1
1099792,2416958,1
1079221,1315444,1
2164904,844416,1
5370979,5666987,1
5370979,819161,1
5370979,2964415,1
3879250,377953,1
3968934,3405471,1
3968934,850980,1
320460,5851426,1
5788341,155668,1
1646240,2819451,1
1202367,1202367,1
3755946,3929712,1
5761273,3084239,1
5997390,85113,1
5933125,904380,1
694716,920202,1
3505800,2743315,1
5939849,3278822,1
5939849,5089204,1
6001315,1188826,1
3889495,1603357,1
5762982,2245256,1
5762982,2743315,1
370315,581076,1
370315,613130,1
5956632,613130,1
829154,766007,1
6001060,5866805,1
6001060,2864568,1
6001577,2204926,1
6001577,4978205,1
5397777,2384353,1
869375,5496973,1
2931516,5992309,1
2931516,4422347,1
2931516,1923685,1
2398607,5866805,1
2398607,1646240,1
1024941,1011959,1
1024941,5202563,1
5963130,3013470,1
5579426,1474386,1
3099258,5195227,1
3099258,1501794,1
2364540,563532,1
4296537,5969035,1
5590966,1079221,1
5995151,5995151,1
1850923,1079221,1
1850923,5518575,1
4557745,3448903,1
4548230,5992309,1
5522936,2809003,1
5522936,1377400,1
4504156,1127849,1
5991706,4546874,1
5991706,4422347,1
5991706,4588915,1
6000683,563532,1
3241050,5195227,1
4937806,4546874,1
3342812,4546874,1
5630643,5924114,1
5630643,6188562,1
5827615,434954,1
5827615,2844319,1
5827615,3933332,1
2982437,1255289,1
1445024,1445024,1
