0.0,0.8653846153846154,0.10336538461538461,0.028846153846153848,0.002403846153846154
0.0,0.6160035762181493,0.2635225748770675,0.0851586946803755,0.025704067948144838,0.006481895395619133,0.001788109074653554,0.0013410818059901655
0.0,0.44282238442822386,0.30413625304136255,0.1411192214111922,0.06569343065693431,0.021897810218978103,0.0170316301703163,0.004866180048661801,0.0,0.0,0.0,0.0,0.0,0.0024330900243309003
